,0
313,6480462.161281606
314,4650932.542450014
315,10833812.257603206
316,3411858.4606851917
317,5094395.761753741
318,7755503.930804315
319,2770649.8013660824
320,9801167.272603542
321,5098598.634622556
322,820251.3178554559
323,5330905.618770595
324,2188557.329395844
325,4947857.85800682
326,5068253.968172995
327,-7712903.840069925
328,5670452.884558158
329,10569531.618797287
330,848265.0490037515
331,5228801.324529368
332,3330552.452934938
333,5544326.784880949
334,14278745.592141127
335,-1584576.1730568632
336,3904521.0231892415
337,9757874.320474684
338,4917593.232827356
339,5248732.2683839295
340,7691801.8818489555
341,5199159.137018402
342,6294863.1972264685
343,5191891.86586178
344,7138412.379055412
345,6954918.655768804
346,7242240.423716905
347,4329626.809225155
348,2178684.768383215
349,9047997.973316573
350,2141201.192683123
351,4631613.69366336
352,6985796.026791698
353,700290.3678498063
354,633465.580739852
355,5955947.887532244
356,-4005713.455697188
357,320468.3745175386
358,7276447.403724228
359,4099650.6274749506
360,11181267.087490631
361,5057860.736262971
362,6099366.897344115
363,3180792.135477362
364,2506034.3763626553
365,7624873.950641517
366,5417289.5000959
367,5799909.284096422
368,10048980.767989414
369,11577524.19522465
370,6212325.800559037
371,8876829.172558703
372,5869297.432382569
373,15701799.426408187
374,8086222.325637616
375,3818629.4566106964
376,4457452.582184951
377,3786343.1338071097
378,8262842.94326993
379,3590372.9612640156
380,-3097415.5871878546
381,692555.0893277694
382,-631879.1281054132
383,3265875.7263111696
384,7600480.090662358
385,5598490.533081591
386,4731105.367202393
387,4302686.047833512
388,2180620.981548504
389,12740003.96206025
390,2936700.3045863397
391,-638752.6097507598
392,4405468.389664752
393,4453196.883864497
394,1645836.5815486284
395,5652428.440674568
396,7637212.955488194
397,7275958.572376901
398,7733157.150128775
399,8360554.624284739
400,4312782.463445493
401,6008224.0390906
402,4640022.01270611
403,10228499.933583478
404,4097587.573396674
405,2095505.831317156
406,6522956.877549771
407,9443765.369749554
408,-555102.2864229344
409,3870432.085860596
410,4983136.169020347
411,5378125.193931611
412,10920098.662674591
413,15328856.855056236
414,-4802617.608200649
415,10607595.07473249
416,9749645.045226695
417,3561041.869262416
418,4443840.618363462
419,4814925.190021255
420,3288913.5085798437
421,6174835.585173661
422,2237677.8896737173
423,3794571.83116207
424,6767641.49805649
425,6137925.747213445
426,3144147.0300066625
427,1052469.557047828
428,-2410315.4486628314
429,7053865.2651389
430,1805006.6745219063
431,5598035.937410492
432,4272783.959031145
433,8817625.805113098
434,7248315.148783348
435,1773027.391362317
436,7487772.115778875
437,3634197.0221710135
438,8354311.5383296255
439,6189559.431427373
440,6429527.316761235
441,3425546.827914117
442,8322249.656018772
443,11050328.855435908
444,3635177.8121818076
445,2616873.8640058585
446,10989299.832672996
447,4720735.240078272
448,145.04112496692687
449,864870.5873766765
450,8276803.4606708065
451,-571939.9700760171
452,4641490.092333929
453,-93378.78944190592
454,13458122.964439603
455,-2748071.390740566
456,3945067.2274612915
457,10017113.599978548
458,3588750.61192642
459,2752079.1036462258
460,12519420.221686602
461,1717772.958802559
462,7162238.104953368
463,281480.62880753074
464,1862271.4592456957
465,5016514.469059956
466,1037536.9672954292
467,-7588566.753141046
468,3285963.227524961
469,248148.65376796387
470,10289479.335920239
471,2667561.6198460204
472,4882110.271352406
473,3984082.1213214486
474,1950369.8676275006
475,837810.8054321706
476,7215549.978144441
477,5603654.484098258
478,7609331.721364639
479,9538175.516420977
480,-8561603.946325447
481,8057528.7279037405
482,-3580056.5692577865
483,12481473.43331886
484,8465095.805140374
485,5233441.152985918
486,4591367.631196596
487,2493989.0461264527
488,16942756.623333797
489,-1370482.74481483
490,8769036.604081908
491,1132410.345415303
492,6901124.239127133
493,7912045.610076989
494,4902301.155271324
495,6920099.303966535
496,3388231.711058031
497,3443244.312336926
498,3013429.4788873857
499,4495078.07711504
500,8821337.269075293
501,3877993.8193481546
502,10492281.981145114
503,4191822.517138784
504,4203799.578310115
505,8610144.976717815
506,7081212.531039083
507,4860272.0940895565
508,4916744.599392576
509,9794681.781257115
510,10295201.660880674
511,6821344.519632096
512,4382994.1056331415
513,12890099.91333424
514,3743456.9082112545
515,2254604.1081421343
516,3875579.96092975
517,2168482.485335516
518,7654738.590839019
519,7699805.592496145
520,698552.6159155816
521,5510999.73842245
522,13214705.666474823
523,6014915.808780122
524,9710451.017033264
525,6597984.047801992
526,6240697.37651247
527,-7231440.192035617
528,8542092.713562822
529,2369077.114699462
530,7348069.606568094
531,5744655.127457495
532,11716648.03705505
533,9014120.151545048
534,6940290.9099969175
535,9272750.710780052
536,6155242.294483854
537,12201742.853171337
538,5317775.421512154
539,6100053.22136673
540,138083.75517754536
541,30982455.028483123
542,1260247.9635059997
543,3928939.450253727
544,-1402341.4580082651
545,5148555.628305225
546,501716.97508377954
547,5683482.480309204
548,3761589.227684919
549,6216356.494345574
550,3666050.3053907338
551,13358687.569274627
552,9697325.628549423
553,12566537.694317095
554,13330650.60802878
555,3231062.6214433913
556,5803768.653862985
557,3437223.9572945465
558,7542174.813680038
559,2308742.04108211
560,4412169.071474099
561,5664298.015831212
562,3831320.024900738
563,5044829.788231676
564,-1551007.4071095604
565,8195737.892701836
566,5048808.515582514
567,4413177.944958126
568,5404240.316497551
569,4050884.972772699
570,1029008.4099247227
571,9648510.021582592
572,5876999.025893137
573,10382700.744165469
574,5794011.514608055
575,2079031.956317549
576,3245191.8245376744
577,5037365.503176308
578,3140642.908645085
579,2799260.6591648436
580,3611978.261904073
581,7529633.115729257
582,5741993.440635938
583,2958072.280058974
584,-11711163.358989246
585,5116834.24536189
586,2804734.920171071
587,887200.3874841346
588,13904227.014593827
589,19509265.568712797
590,-1103354.7633799035
591,3109940.525475765
592,3087717.128716087
593,912322.3149353727
594,4102731.321385707
595,2290708.225391051
596,-3856140.816834433
597,5341676.036990493
598,131627.81923177
599,4631172.646202203
600,9315784.367978232
601,6637276.453869309
602,1315385.1437655156
603,4041506.4845055263
604,5181929.532094923
605,520298.5507939663
606,9301183.09672123
607,4710888.619511425
608,4436441.765079086
609,2134026.3941741064
610,1548970.371397811
611,1642322.2059942717
612,9447115.30532867
613,4300172.941611427
614,6915880.924499065
615,7087168.545106802
616,8027070.1444428265
617,9808478.238859285
618,8327134.676201243
619,10185569.118818471
620,3395618.578082868
621,9015264.008443642
622,-7933389.348044058
623,-3273815.805960661
624,1426377.6685190978
625,10317940.727055661
626,5209162.057883202
627,4421556.064232828
628,8271978.495348843
629,4364508.970839936
630,5244908.038188751
631,5652257.172039149
632,8437792.727475114
633,7923622.737693571
634,1615303.9934447254
635,-19509105.95046103
636,-3082635.0176631305
637,5547887.169309999
638,-2449613.4584077895
639,-14630257.614992192
640,7682354.937523011
641,5653887.584630506
642,-559793.4823921397
643,-16630963.55638455
644,5971480.497024845
645,-2828535.0743255652
646,6059340.617233267
647,3939898.5824273787
648,16592504.792292213
649,-3973339.1307832096
650,3027618.5798436766
651,4180747.142042184
652,7033001.265221201
653,5885945.2652087705
654,3649786.19294825
655,5974175.894353835
656,6549717.549017908
657,229992.8512553284
658,14516806.849746056
659,-3334876.5783793805
660,6513570.326440902
661,8286047.216182809
662,10481754.746059356
663,8542582.536994318
664,5740867.280716396
665,6402449.86612769
666,8899920.589974422
667,9387655.290553033
668,-494786.98730976135
669,4058643.7765864795
670,3882434.99398724
671,1318070.8061668156
672,4844532.11441362
673,834194.1756472085
674,8685240.893786937
675,5492139.264064497
676,6285034.033040226
677,-1447420.37466502
678,5060986.184079608
679,1501316.6760568833
680,5491291.948622221
681,5124179.224228223
682,5404124.690710592
683,-4761653.9890586715
684,4775686.023725613
685,8641644.91809227
686,1094066.2514713304
687,3432034.2947258893
688,12877972.051560055
689,-3517297.6050366815
690,4741393.773861725
691,-6017443.843974054
692,1251847.6241950337
693,1931808.78988986
694,4284489.769457633
695,-16136352.263482356
696,5307600.910633926
697,8542842.040819045
698,3852603.253727169
699,430690.80337849073
700,6332387.472465293
701,5685229.062200663
702,1716442.7558353026
703,7722294.209074424
704,6263940.451113585
705,4605147.587763065
706,7012415.915781438
707,4936516.765275445
708,5035150.357826341
709,3865859.119696331
710,15845942.82564386
711,7035288.262890453
712,11155611.421740018
713,1542205.5383711178
714,7412097.241844041
715,7623313.86150548
716,1253645.2383700022
717,4752731.969119796
718,-8541719.589134047
719,10190936.564189468
720,4744773.407684869
721,6285184.477723939
722,8760651.287665587
723,5159334.8657251755
724,6641703.41228916
725,5245200.4130222015
726,5264018.246970416
727,4793484.393143246
728,-4820012.670502348
729,8102607.0937497085
730,3121820.0125659006
731,382386.99151434377
732,7338348.914366761
733,8039.909105187282
734,10086069.584917843
735,7190380.748783745
736,5932085.440036961
737,5640750.907835423
738,1604073.4526759787
739,4521375.926016644
740,4588074.7003640495
741,-480864.279049824
742,-13141020.260091914
743,5152602.1629700065
744,-1010955.6797365341
745,1027757.1952826763
746,1810147.3596659852
747,2123301.3748421967
748,-1006176.2965036528
749,9183939.171740625
750,11092269.978363756
751,4454151.184574125
752,2120331.214705413
753,4589921.760269307
754,3939898.5824273787
755,3423302.898391377
756,3431242.695828246
757,-7655320.521483762
758,4845775.517015702
759,5331635.047437913
760,2965712.750377979
761,124907.95410998445
762,2461783.75581083
763,-3688318.5782411397
764,6946601.378557784
765,10289670.530456334
766,4849528.068636357
767,6533807.729840387
768,6057153.423414535
769,-6171389.469346732
770,6385227.853962921
771,6920084.398100665
772,13244915.410734229
773,-5276487.604826257
774,-1636397.0424412526
775,3712128.4069606727
776,2752831.809704708
777,4530597.587336682
778,-12017150.00004298
779,8175311.637963664
780,6626453.73934903
781,6493667.909978587
782,12180661.980086805
783,3848674.455772943
784,13925655.948859787
785,13575205.512490237
786,-4474729.060875189
787,7339583.113511074
788,6306860.617962329
789,4245132.9609250035
790,5320969.117233405
791,7257635.293335931
792,3830711.831363441
793,9722071.702083971
794,5869637.819962503
795,17032405.1355276
796,1826176.9193636617
797,6087465.108217027
798,-3965008.517560756
799,3653868.910342928
800,13107353.928758718
801,593853.1105751209
802,-7329045.280864503
803,6060490.775149903
804,-142726.4372253418
805,1021649.6895431308
806,8366996.377535366
807,7771030.800236312
808,2185845.90226803
809,2757785.7671611253
810,5397978.721921
811,5689086.331882919
812,-20944.145071115345
813,8821201.921962064
814,5295610.486065051
815,3640214.344430808
816,-2471572.8803242557
817,1940121.933215485
818,4292176.019341847
819,-1467653.126036439
820,479454.18026656937
821,4118956.2565774163
822,9095153.159275807
823,5338494.6642171005
824,19528218.060853843
825,5082256.525661158
826,3537007.4758559596
827,2730327.830712483
828,-135462.1069548158
829,29605.043689243495
830,10444533.773699926
831,5643117.474964824
832,3740206.3159694783
833,4416598.4972274555
834,-8918103.208154414
835,5955423.207486769
836,3801711.580865562
837,4780126.73409065
838,5051576.597999265
839,1942455.3853463633
840,5205999.932342203
841,-4013310.6055229455
842,7138454.214808088
843,2631715.719826019
844,2061775.8293161327
845,-2791607.930356591
846,8068337.235729188
847,3328771.0756923016
848,6472614.3264685385
849,-4180686.7949273363
850,-23296140.529401645
851,5397980.322805592
852,1211430.2393670958
853,3376801.399766651
854,-5885883.444791669
855,3186335.6593506914
856,14774894.185877685
857,-9279246.925274853
858,13781707.376881296
859,4314206.0393465515
860,863980.6263512298
861,4872886.23601673
862,6623361.299097467
863,4748068.6549299685
864,6311571.215230604
865,3646419.7374957846
866,4551752.47864851
867,4456343.3074791245
868,5063692.098607291
869,-1307793.7908587754
870,-2455780.8073701635
871,5695034.259118846
872,4911146.832791407
873,5851184.342751304
874,13919861.376896488
875,2635476.811012293
876,1628446.1291701812
877,6821344.519632096
878,2530671.8727338566
879,3795004.6066349563
880,5307063.796138178
881,2668110.6208958104
882,6780063.767819709
883,5648613.895504484
884,2612647.33506658
885,8591141.341340847
886,10947070.669251885
887,7668991.287889273
888,3672506.6144306986
889,-4209002.463931205
890,525005.1455556154
891,7755973.978389939
892,3749366.24821761
893,10646384.49638294
894,9138888.634783838
895,5137592.352828502
896,11353978.904962331
897,9090239.187455788
898,-3553655.7790035196
899,-585657.223515965
900,7237239.396794875
901,4113673.175715662
902,2793071.298517389
903,723626.5664972812
904,9957467.262669565
905,-5328554.004946934
906,3782524.68528672
907,5667455.972914134
908,7507157.502375077
909,2381530.039269857
910,4435833.811512081
911,6294966.305884792
912,4202232.732912292
913,-2296627.4978573034
914,2988599.6544526666
915,4424806.71848034
916,4298134.152035068
917,-1127909.5689457934
918,3517352.7001562235
919,732799.9525870951
920,6564606.520337937
921,1732794.457474459
922,13728446.916345006
923,-1600114.3550722245
924,5134168.074813493
925,5171124.613568643
926,8467147.693143519
927,4270862.900740262
928,6096270.106856936
929,2460275.5992418937
930,6896906.936432902
931,864000.5228506597
932,946782.9217185136
933,4465868.875654858
934,1037970.6235481803
935,1778712.9324387312
936,3592038.317624567
937,8437985.14889183
938,17687909.525955208
939,6777510.394256172
940,7797928.413588342
941,-278704.04522253387
942,7041078.077820124
943,9897013.8673302
944,5927755.13203555
945,6567261.196978101
946,6087432.233169779
947,1756348.0075455578
948,1375919.7169117397
949,3076453.8300217343
950,-6975766.915730342
951,5671839.146968106
952,3922638.969853823
953,5265280.212042835
954,-160830.85529012047
955,-6707052.324455909
956,3754796.9817852974
957,-1090677.4096742347
958,-9359494.211939389
959,7864007.195472235
960,18666978.278384656
961,7883217.380270272
962,2951968.317142207
963,2445999.929704836
964,12565503.783049542
965,3866333.4902098496
966,6827402.627714969
967,12688935.373715106
968,3673321.2922821874
969,4700773.970645149
970,1034016.637437861
971,2470082.4702653037
972,-5029391.571181079
973,-3159491.7648390345
974,10971862.484408757
975,1499042.5229906742
976,5710214.0062112855
977,9291214.850978022
978,9508334.956824627
979,12606744.535941806
980,7047024.966483947
981,3982850.366721553
982,12108515.090544883
983,-2496841.0908266334
984,13717437.007046271
985,10682717.981334766
986,-4103230.1906023733
987,18996715.215920977
988,1765711.0929522142
989,3906983.987630835
990,5473595.769651091
991,2978999.930796737
992,-3508396.3076384254
993,17577013.950195387
994,4207550.245867706
995,2529483.820597142
996,9378457.980061691
997,12966249.4734043
998,-3898236.7963257637
999,10835403.228063153
1000,10727156.944814915
1001,5495200.784972249
1002,7985539.45963848
1003,-278225.5354539808
1004,4040726.0533179217
1005,866571.288667554
1006,3654512.054950864
1007,112925.49484611396
1008,7966257.881014843
1009,2895051.942150614
1010,9656596.146195674
1011,10804027.893231746
1012,11573417.649125554
1013,1412064.6899141157
1014,78927.72844404913
1015,2732657.829979876
1016,4026322.9154372485
1017,-4574098.125894118
1018,2348216.735620235
1019,2336473.61190209
1020,7302863.351565585
1021,2639479.196939066
1022,5269883.862112056
1023,2230681.390313207
1024,6456122.590703954
1025,7110237.884896071
1026,12152126.217075381
1027,1419857.6117444914
1028,5902458.489745752
1029,5429273.670241362
1030,7710389.694729426
1031,4184133.294589631
1032,2060613.2218055185
1033,7462708.575070496
1034,20181470.60891273
1035,5417064.398506396
1036,3894705.1325385654
1037,11799570.591425408
1038,3537906.885272602
1039,6701033.677125864
1040,6581932.558155425
1041,5269395.601344636
1042,2896504.3279587366
1043,-2197068.4599049455
1044,2596362.795324564
1045,-58514.87440021522
1046,5718366.821923774
1047,-5025133.796466971
1048,430495.2180678081
1049,-7259237.229229029
1050,7173433.168146629
1051,2513464.9514266956
1052,2782366.111724954
1053,4149752.1378256497
1054,5611604.297682004
1055,5021403.812163054
1056,3396970.38344956
1057,2427204.3231177414
1058,4275116.20897292
1059,4104716.213079714
1060,1649233.425100227
1061,9438055.730632091
1062,8559445.313452939
1063,7725147.851253416
1064,-1062476.0206822306
1065,2888400.6966810813
1066,6040908.1777607845
1067,-16112159.212670555
1068,638783.5799042173
1069,3876774.4149574335
1070,-6900862.022410154
1071,6224166.132522063
1072,-3990663.951974625
1073,-545377.2917778865
1074,831526.9357655207
1075,-5124554.332473718
1076,5455760.534392407
1077,3272774.9763380466
1078,5727620.341377442
1079,-2635472.945272729
1080,5000185.218727339
1081,5447961.8598213
1082,8270703.188428488
1083,-2338282.1082696747
1084,-11775162.852677671
1085,1876113.5334457038
1086,-570688.2358096913
1087,-5846086.42159562
1088,7392313.319635159
1089,5041904.796821775
1090,7437341.155936372
1091,5568049.118269053
1092,8320016.527445963
1093,-1199332.5007439656
1094,9567297.389066964
1095,439695.32099880185
1096,4905050.991827967
1097,13190.773408873938
1098,4043467.0184977283
1099,153181.0474940855
1100,-6208571.272091607
1101,-1815292.503633597
1102,3066255.2180662486
1103,6311707.714478185
1104,9574078.351942252
1105,8086776.135298269
1106,3462143.0967204124
1107,8815744.225429906
1108,9540930.317700427
1109,4451898.321491562
1110,9099347.452383043
1111,850382.8911189078
1112,-2267643.724496967
1113,2049130.718060018
1114,5745037.585699457
1115,4036932.725350897
1116,-2649446.473892659
1117,2794881.4035312436
1118,-804782.5246347561
1119,-603286.0335706901
1120,906764.6414956902
1121,11244737.663020268
1122,9911012.947752077
1123,5615283.657157373
1124,-8405159.718007201
1125,5032368.954810919
1126,6085930.969397094
1127,4863162.61535702
1128,5738792.969942039
1129,12100493.960134026
1130,5038086.123483554
1131,6776636.457721662
1132,9110334.670093803
1133,4407329.62663158
1134,-8660782.780080063
1135,5758595.973215473
1136,-5399468.1253708955
1137,8318334.299436513
1138,1605849.548011843
1139,6790880.720905952
1140,7315693.648911375
1141,-2562480.19355393
1142,467999.95389544405
1143,4841386.659862555
1144,6144977.4007154
1145,3525633.190715964
1146,-1385219.2433535708
1147,4688081.151549161
1148,5227224.2589522125
1149,2577628.5316170994
1150,6047759.350658256
1151,4762116.679777065
1152,9716884.787827374
1153,4349953.473871408
1154,6189416.423013892
1155,5257649.937436022
1156,5253084.901307952
1157,162650.23933675792
1158,1969961.9532459932
1159,4038275.8786985325
1160,2468182.5179579025
1161,6522410.648083114
1162,6467370.964960738
1163,13067115.034491688
1164,12610512.109290212
1165,5314594.738132983
1166,8288421.925881859
1167,4734512.499186752
1168,290518.42258431856
1169,8573041.03851043
1170,5409183.79946855
1171,4406158.797998196
1172,2980265.9190722657
1173,4172040.1282769036
1174,3939898.5824273787
1175,1116086.6236007507
1176,12474715.225137638
1177,4247898.086957451
1178,-17166015.53954515
1179,6313888.824276975
1180,10738807.619701535
1181,2264478.979837849
1182,7732871.407569544
1183,2938824.371590484
1184,4827721.471822567
1185,-32858.5794602707
1186,1521288.8484912133
1187,5938443.122997807
1188,8379202.853811987
1189,9060298.166778047
1190,8292438.768545996
1191,2374575.779512879
1192,1152138.3932233793
1193,2499296.145693709
1194,1371784.8261015783
1195,-732923.0496835224
1196,4789171.486482936
1197,3600537.8968944033
1198,4463144.935785307
1199,9908620.50789841
1200,4436853.246887505
1201,-1493495.267264369
1202,2281561.674874015
1203,-114573.71364811249
1204,-1431104.8352306318
1205,4052516.875643969
1206,7883124.1498592915
1207,28069026.87852958
1208,5638368.773579148
1209,10839782.931916771
1210,3261798.514830441
1211,7880695.45519984
1212,5797033.345696481
1213,2272452.5932737133
1214,6508453.028657535
1215,12259068.728656106
1216,20009410.28582068
1217,-18525778.793516785
1218,4930486.059631241
1219,11899641.426401768
1220,1270115.0744951568
1221,4088785.9912589174
1222,5919504.33917105
1223,8710656.668229172
1224,3407745.196862669
1225,5549307.104234964
1226,11590651.73634873
1227,4678560.618580135
1228,5944032.507745035
1229,15306368.44621418
1230,5928525.4291245565
1231,3741925.7476660744
1232,5057939.976340212
1233,-7278236.57750535
1234,5260764.666804843
1235,4424621.458538409
1236,7138754.483802759
1237,2601374.672152704
1238,12438852.535695383
1239,5917302.987192816
1240,1334021.315086654
1241,6082187.634825303
1242,1671112.5964360936
1243,3642827.9215112617
1244,7694366.359412174
1245,7686754.325165141
1246,3519297.141755914
1247,4616321.948036274
1248,3055008.5639927867
1249,3415756.966228068
1250,7629429.3730767425
1251,5961248.971431836
1252,7783006.738192674
1253,10823116.82280321
1254,8707047.30077172
1255,-13722501.61175354
1256,6254162.23797
1257,7011971.81879606
1258,8711851.32857468
1259,6550120.358594138
1260,7818663.997717017
1261,5353389.889748535
1262,15407086.535858972
1263,3226789.664233813
1264,6124268.882599401
1265,1945280.7911903518
1266,3879395.3953432916
1267,5438770.347173272
1268,6841547.261361254
1269,8283312.666277821
1270,3282902.9552079886
1271,4966598.816937268
1272,8573059.314618839
1273,12673570.782536104
1274,1371052.7863353468
1275,7400144.946600356
1276,3718664.8956095753
1277,9380448.049978493
1278,3574263.363224154
1279,3939898.5824273787
1280,4747241.03296609
1281,3414563.3383069523
1282,6606489.509588964
1283,-2814852.8602999244
1284,9635097.322679762
1285,6995847.417563248
1286,2594069.834228113
1287,-17866632.948748402
1288,3866691.839733642
1289,4832047.857059885
1290,-118811.97703948617
1291,1999857.5011306317
1292,6114585.064767486
1293,10371017.851731922
1294,15763563.457932469
1295,3307789.5906246197
1296,9421470.447933665
1297,14095285.770263353
1298,5733694.365999302
1299,4951452.053542189
1300,1446982.3080335069
1301,2546390.779069752
1302,4922615.9889692785
1303,3988574.792234548
1304,4471886.912820912
1305,2357711.9287781827
1306,9148257.978245541
1307,3944455.0713103567
1308,12776500.199058635
1309,2785967.2885218775
1310,21610071.039817583
1311,292900.97186552733
1312,7289137.896575111
1313,2955076.7784162713
1314,8888617.963714192
1315,3714946.8042243593
1316,5056557.414388536
1317,4212134.068155432
1318,6713356.468161139
1319,4648443.67111525
1320,4304766.04434772
1321,10347970.145513711
